entreprise,categorie,sous_categorie,ville,canton,adresse,postcode,telephone,email,site_web,latitude,longitude,source,osm_id,score_colixo,besoin_detecte,angle_commercial,message_prospection
Domaine de la Printaniere,vin,domaine_viticole,,Geneve,,,,,http://laprintaniere.ch/,46.1753149,5.998655,OpenStreetMap / Overpass,node/13576159892,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine de la Printaniere, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Château de Laconnex,vin,domaine_viticole,Laconnex,Geneve,Route de la Parraille 11,1287,+41 22 756 25 43,,https://chateaudelaconnex.ch/,46.1529169,6.0342225,OpenStreetMap / Overpass,node/12255068259,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Château de Laconnex, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine Villard et Fils,vin,domaine_viticole,,Vaud,,,,,https://www.vinsvillard.ch/,46.2757549,6.2253873,OpenStreetMap / Overpass,node/6016338331,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine Villard et Fils, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine Morax,vin,domaine_viticole,Cheyres,Vaud,Route des Granges 50,1468,,,http://www.domainemorax.ch,46.8021045,6.7892643,OpenStreetMap / Overpass,node/8836971858,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine Morax, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Association des vignerons broyards,vin,domaine_viticole,Cheyres,Vaud,Route du Ferrajo 2,1468,+41 26 663 80 23,,http://www.advb.ch,46.8182179,6.7907752,OpenStreetMap / Overpass,node/8836971865,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Association des vignerons broyards, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Frutonic SA,vin,domaine_viticole,Pont-de-la-Morge (Sion),Valais,Route de la Temporie 4,1962,+41 79 342 37 61,,https://frutonic.ch/,46.225275,7.31368,OpenStreetMap / Overpass,node/9038456545,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Frutonic SA, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Girardet,vin,domaine_viticole,,Vaud,2,,,,,46.5076075,6.4618972,OpenStreetMap / Overpass,node/4422274989,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Girardet, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Les Coudrays,vin,domaine_viticole,,Vaud,Route de Chevrier 12,,,,https://lescoudrays.ch/,46.218531,6.2225144,OpenStreetMap / Overpass,node/13543175701,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Les Coudrays, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine Croix Duplex,vin,domaine_viticole,,Vaud,Chenaux-Strasse 2,,,,https://croix-duplex.ch/,46.4961963,6.7222552,OpenStreetMap / Overpass,node/13725821497,65,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine Croix Duplex, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine Grand'Cour,vin,domaine_viticole,Satigny,Geneve,Route de Peissy 48,1242,+41 22 753 15 00,,,46.2113642,6.0216619,OpenStreetMap / Overpass,node/4690794093,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine Grand'Cour, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave du Vieux Moulin,vin,domaine_viticole,,Valais,Rue des Vignerons 43,,+41 27 346 43 22,,,46.2268759,7.2831202,OpenStreetMap / Overpass,node/9404245579,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave du Vieux Moulin, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Delinat,vin,caviste,,Fribourg,,,+41 31 9725030,,https://www.delinat.com/weindepot-bern,46.9347215,7.4177577,OpenStreetMap / Overpass,node/3328227017,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Delinat, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Les Vins de Sylvain,vin,caviste,Chézard-Saint-Martin,Fribourg,Rue Jean-Labran 2,2054,+41 327 302 200,,https://lesvinsdesylvain.ch,47.0648301,6.9225213,OpenStreetMap / Overpass,node/9762421189,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Les Vins de Sylvain, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Vinothek Viniterra,vin,caviste,Twann,Neuchatel,Moos 4,2513,+41 78 716 75 09,,https://viniterra-bielersee.ch/vinothek-viniterra/,47.0934969,7.1543655,OpenStreetMap / Overpass,node/9864730836,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Vinothek Viniterra, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine du Paradis,vin,caviste,,Geneve,,,,,https://domaine-du-paradis.ch,46.1836319,6.1408889,OpenStreetMap / Overpass,node/12475829920,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine du Paradis, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine de la Balle,vin,caviste,,Vaud,,,,,https://www.vins-perey.ch/,46.5246206,6.4768748,OpenStreetMap / Overpass,node/4421274583,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine de la Balle, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave du Vallon,vin,caviste,Lavigny,Vaud,Chemin des Caronies 14,,,,http://www.caveduvallon.ch,46.4954732,6.4026447,OpenStreetMap / Overpass,node/4421279343,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave du Vallon, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Il Negozio,vin,caviste,Varzo,Valais,Via Domodossola 23,28868,+393291793707,,https://ilnegoziowinerestaurant.it/,46.2056354,8.2487709,OpenStreetMap / Overpass,node/13668629740,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Il Negozio, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave du domaine de la ville de Berne,vin,domaine_viticole,,Neuchatel,,,,,,47.071482,7.1082615,OpenStreetMap / Overpass,node/4035628336,60,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave du domaine de la ville de Berne, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
